"name","value","box"
"Beta",6.51,"01"
"lambdaM",1000,"01"
"lambdaE",1000,"01"
"sigmaR",0.75,"01"
"sigmaW",0.75,"01"
"sigmaN",0.75,"01"
"alphan",0.999690368589968,"01"
"sigman",1.88491043777173e-12,"01"
"alphar",0.999998101744296,"01"
"sigmar",5.46761748200076e-15,"01"
"alphaw",0.999999999943082,"01"
"sigmaw",0.286537255398218,"01"
"sigmaRBC",0.207679308468146,"01"
"sigmaRetic",0.134211426797767,"01"
"sigmaPd",0.301792345658356,"01"
"Beta",6.09,"02"
"lambdaM",1000,"02"
"lambdaE",1000,"02"
"sigmaR",0.75,"02"
"sigmaW",0.75,"02"
"sigmaN",0.75,"02"
"alphan",0.999690368589968,"02"
"sigman",1.88491043777173e-12,"02"
"alphar",0.999998101744296,"02"
"sigmar",5.46761748200076e-15,"02"
"alphaw",0.999999999943082,"02"
"sigmaw",0.286537255398218,"02"
"sigmaRBC",0.207679308468146,"02"
"sigmaRetic",0.134211426797767,"02"
"sigmaPd",0.301792345658356,"02"
"Beta",5.76,"03"
"lambdaM",1000,"03"
"lambdaE",1000,"03"
"sigmaR",0.75,"03"
"sigmaW",0.75,"03"
"sigmaN",0.75,"03"
"alphan",0.999690368589968,"03"
"sigman",1.88491043777173e-12,"03"
"alphar",0.999998101744296,"03"
"sigmar",5.46761748200076e-15,"03"
"alphaw",0.999999999943082,"03"
"sigmaw",0.286537255398218,"03"
"sigmaRBC",0.207679308468146,"03"
"sigmaRetic",0.134211426797767,"03"
"sigmaPd",0.301792345658356,"03"
"Beta",4.08,"04"
"lambdaM",1000,"04"
"lambdaE",1000,"04"
"sigmaR",0.75,"04"
"sigmaW",0.75,"04"
"sigmaN",0.75,"04"
"alphan",0.999690368589968,"04"
"sigman",1.88491043777173e-12,"04"
"alphar",0.999998101744296,"04"
"sigmar",5.46761748200076e-15,"04"
"alphaw",0.999999999943082,"04"
"sigmaw",0.286537255398218,"04"
"sigmaRBC",0.207679308468146,"04"
"sigmaRetic",0.134211426797767,"04"
"sigmaPd",0.301792345658356,"04"
"lambdaE",1000,"05"
"sigmaR",0.75,"05"
"alphar",0.999998101744296,"05"
"sigmar",5.46761748200076e-15,"05"
"sigmaRBC",0.207679308468146,"05"
"sigmaRetic",0.134211426797767,"05"
